bus,status,pg_mw,qg_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar,q_limit_utilization
34093,0,0,0,26.11,75.53,-8.38,38.45,NaN
34094,0,0,0,28.13,75.53,-8.38,38.45,NaN
34095,0,0,0,19.59,75.53,-8.38,38.45,NaN
34099,0,0,0,10.04,20.7,-2.3,10.54,NaN
34100,0,0,0,2.26,20.7,-2.3,10.54,NaN
34103,0,0,0,26.59,54,-6.59,25.16,NaN
34103,0,0,0,22.35,54,-6.59,25.16,NaN
34103,0,0,0,8.21,54,-6.59,25.16,NaN
34103,0,0,0,10.64,54,-6.59,25.16,NaN
34109,1,171.98,38.8584711429489,81.17,172,-20.98,80.15,0.484821848321259
34110,1,171.98,23.8548961321505,27.08,172,-20.98,80.15,0.297628148872745
34114,1,202.47,59.240654790057,76.21,202.5,-24.71,94.37,0.627748805659182
34115,1,202.47,58.9745686609109,79.9,202.5,-24.71,94.37,0.624929200603061
34119,0,0,0,5.02,16.3,-1.81,8.3,NaN
34124,1,170.37,238.157676052652,75.81,548.4,-66.9,255.55,0.931941600675609
34125,1,232.53,238.07376619327,153.5,548.4,-66.9,255.55,0.931613250609548
34130,0,0,0,147.42,429.3,-52.37,200.05,NaN
34131,1,238.09,28.382039766038,190.24,429.3,-52.37,200.05,0.141874730147653
34132,1,276.15,28.1657130344149,173.99,429.3,-52.37,200.05,0.140793366830367
34133,1,209.54,28.3290563286853,154.55,429.3,-52.37,200.05,0.141609879173633
34141,1,193.96,41.2909051034615,103.28,556.48,-67.89,259.32,0.159227614929282
34142,1,231.86,41.7661297033422,231.77,556.48,-67.89,259.32,0.161060194752978
34143,0,0,0,240.74,556.48,-67.89,259.32,NaN
34144,1,197.91,41.3497510268594,108.2,556.48,-67.89,259.32,0.159454538897344
34147,1,14.2,5.45,6.1,14.2,-0.7,5.45,1
34147,1,14.2,5.45,1.62,14.2,-0.7,5.45,1
34147,0,0,0,4.63,14.2,-0.7,5.45,NaN
34147,1,14.2,5.45,3.77,14.2,-0.7,5.45,1
34147,0,0,0,7.07,14.2,-0.7,5.45,NaN
34147,0,0,0,4.49,14.2,-0.7,5.45,NaN
34151,1,118.97,143.662870055519,118.84,852.73,-104.03,397.37,0.36153426291748
34152,1,184.73,143.431188695137,184.6,852.73,-104.03,397.37,0.360951226049115
34153,1,297.73,143.349704575851,158.89,852.73,-104.03,397.37,0.360746167490879
34156,1,69.99,26.88,12.84,70,-3.43,26.88,1
34159,1,1.92,0.89,0.37,1.92,-0.23,0.89,1
34159,1,1.92,0.89,0.26,1.92,-0.23,0.89,1
34160,1,1.92,0.89,0.2,1.92,-0.23,0.89,1
34160,1,1.92,0.89,0.36,1.92,-0.23,0.89,1
34161,1,1.92,0.89,0.36,1.92,-0.23,0.89,1
34162,0,0,0,0.67,1.92,-0.23,0.89,NaN
34165,1,98.79,50.29,22.62,98.8,-10.97,50.29,1
34168,1,44.99,17.28,14.92,45,-2.21,17.28,1
34169,1,44.99,17.28,8.57,45,-2.21,17.28,1
34169,1,44.99,17.28,8.56,45,-2.21,17.28,1
34170,1,44.99,17.28,7.96,45,-2.21,17.28,1
34171,1,44.99,17.28,17.26,45,-2.21,17.28,1
34172,1,44.99,17.28,14.38,45,-2.21,17.28,1
34177,1,207.97,43.3804371051297,103.47,208,-23.09,105.87,0.409751932607252
34178,1,207.97,43.3499062076304,64.99,208,-23.09,105.87,0.409463551597529
34179,1,207.97,36.4540051872656,88.72,208,-23.09,105.87,0.344327998368429
34183,1,222.62,103.75,43.54,222.65,-27.16,103.75,1
34184,1,222.62,103.75,53.16,222.65,-27.16,103.75,1
35360,0,0,0,2.5,6.3,-0.77,2.94,NaN
35361,0,0,0,0.9,6.3,-0.77,2.94,NaN
35365,1,4.8,1.84,0.6,4.8,-0.24,1.84,1
35366,1,4.8,1.84,0.49,4.8,-0.24,1.84,1
35367,0,0,0,2.32,4.8,-0.24,1.84,NaN
35371,1,18.5,-2.26,6.03,18.5,-2.26,8.62,1
35374,0,0,0,12.46,30.75,-3.75,14.33,NaN
35374,0,0,0,5.83,30.75,-3.75,14.33,NaN
35375,0,0,0,12.61,30.75,-3.75,14.33,NaN
35376,0,0,0,8.02,30.75,-3.75,14.33,NaN
35381,0,0,0,7.58,18.7,-0.92,7.18,NaN
35382,0,0,0,3.08,18.7,-0.92,7.18,NaN
35382,1,0.93,0.36,0.12,0.93,-0.05,0.36,1
35383,1,0.93,0.36,0.14,0.93,-0.05,0.36,1
35383,0,0,0,0.13,0.93,-0.05,0.36,NaN
35384,1,0.63,0.202276844365192,0.07,0.63,-0.03,0.24,0.842820184854968
35384,0,0,0,0.1,0.63,-0.03,0.24,NaN
35385,1,0.63,0.127122130277779,0.2,0.63,-0.03,0.24,0.529675542824078
35385,1,0.5,0.102206101327161,0.18,0.5,-0.02,0.19,0.537926849090322
35386,0,0,0,0.16,0.5,-0.02,0.19,NaN
35391,0,0,0,13.31,40,-1.96,15.36,NaN
35391,1,39.99,-1.96,10.85,40,-1.96,15.36,1
35395,1,284,97.2440257607523,110.51,977.53,-119.26,455.53,0.213474470969535
35396,1,346.79,96.4874111491656,346.64,977.53,-119.26,455.53,0.21181351645153
35397,0,0,0,473.99,977.53,-119.26,455.53,NaN
35403,1,152.48,-18.6,18.44,152.5,-18.6,71.07,1
35404,1,152.48,-18.6,24.76,152.5,-18.6,71.07,1
35405,1,152.48,-18.6,39.26,152.5,-18.6,71.07,1
35406,1,152.48,-12.0112499927116,49.13,152.5,-18.6,71.07,0.64576612864041
35410,1,341.77,99.5907913821333,341.65,807.5,-98.51,376.29,0.264664996099108
35412,0,0,0,20.1,68.9,-8.41,32.11,NaN
35417,1,8.17,3.14,2.36,8.17,-0.4,3.14,1
35417,1,8.17,3.14,1.3,8.17,-0.4,3.14,1
35418,1,8.17,3.14,4.06,8.17,-0.4,3.14,1
35425,1,131.98,-19.01,18.33,132,-19.01,28.12,1
35426,1,131.98,20.0589014630741,13.63,132,-19.01,28.12,0.713332199967075
35430,1,234.22,-77.7799602466011,121.71,684,-83.45,318.74,0.932054646454178
35431,1,247.02,-77.9981065343857,137.7,684,-83.45,318.74,0.934668742173586
35438,1,211.09,20.425627283009,92.79,684,-83.45,318.74,0.0640824097477851
35439,1,196.56,21.3023048563023,196.46,684,-83.45,318.74,0.0668328570505813
35440,0,0,0,340.16,684,-83.45,318.74,NaN
35444,1,219.57,73.70432610355,66.86,219.6,-26.79,102.33,0.720261175643018
35445,1,219.57,69.8090286545343,33.92,219.6,-26.79,102.33,0.682195139788276
35450,1,25.5,-1.25,10.67,25.5,-1.25,9.79,1
35450,1,25.5,-1.25,4.44,25.5,-1.25,9.79,1
35451,1,25.5,-1.25,7.99,25.5,-1.25,9.79,1
35451,1,25.5,-1.25,2.72,25.5,-1.25,9.79,1
35452,1,1.03,-0.05,0.15,1.03,-0.05,0.4,1
35452,1,1.03,-0.05,0.21,1.03,-0.05,0.4,1
35453,0,0,0,0.46,1.03,-0.05,0.4,NaN
35453,0,0,0,0.25,1.03,-0.05,0.4,NaN
35454,1,1.03,-0.05,0.33,1.03,-0.05,0.4,1
35455,1,1.03,0.000942336602983204,0.24,1.03,-0.05,0.4,0.00235584150745801
35460,0,0,0,17.49,66,-9.5,14.06,NaN
35465,1,262.09,84.7382967549657,189.02,554.13,-67.6,258.23,0.328150473434402
35466,1,170.04,85.063242220359,169.96,554.13,-67.6,258.23,0.329408830191531
35467,1,270.87,84.7380059609631,270.79,554.13,-67.6,258.23,0.328149347329757
35471,1,287.56,25.0211487449556,287.44,816.3,-99.59,380.4,0.0657758904967287
35472,1,157.35,25.2055783218388,157.23,816.3,-99.59,380.4,0.0662607211404805
35479,1,179.07,-70.27,79.77,576,-70.27,268.42,1
35480,1,223.51,-70.27,135.32,576,-70.27,268.42,1
35485,1,95.69,24.519975542194,23.78,95.7,-11.68,44.6,0.549775236372063
35488,0,0,0,2.17,4.8,-0.24,1.84,NaN
35488,1,4.8,1.84,2.29,4.8,-0.24,1.84,1
35488,0,0,0,0.8,4.8,-0.24,1.84,NaN
35490,1,97.59,20.79,43.13,97.6,-14.05,20.79,1
35493,1,21,2.5276404324285,5.07,21,-1.03,8.06,0.313603031318672
35494,1,21,2.5276404324285,6.62,21,-1.03,8.06,0.313603031318672
35502,0,0,0,45.03,100.5,-14.47,21.41,NaN
35509,1,86.49,-9.6,23.31,86.5,-9.6,44.03,1
35510,1,86.49,-9.6,23.99,86.5,-9.6,44.03,1
35511,1,86.49,-9.6,30.83,86.5,-9.6,44.03,1
35512,1,86.49,-9.6,10.8,86.5,-9.6,44.03,1
35513,1,86.49,-9.6,31.22,86.5,-9.6,44.03,1
35514,1,86.49,-9.6,30.99,86.5,-9.6,44.03,1
35520,1,171.98,-5.46879001061756,21.89,172,-19.09,87.55,0.286474070750003
35521,1,171.98,-2.42204072628228,72.85,172,-19.09,87.55,0.126874841607244
35527,1,322.74,-121.514128010785,322.55,1300,-158.6,605.8,0.766167263624115
35531,1,237.47,-27.3658823571562,27.57,237.5,-28.98,110.68,0.944302358770056
35532,1,237.47,-24.2748119017565,60.08,237.5,-28.98,110.68,0.837640162241425
35533,1,237.47,-28.98,67.72,237.5,-28.98,110.68,1
35536,1,56.99,19.1048458485685,9.03,57,-6.33,29.01,0.658560697985817
35536,0,0,0,12.23,57,-6.33,29.01,NaN
35536,1,56.99,19.1048458485685,12.74,57,-6.33,29.01,0.658560697985817
35536,1,56.99,19.1048458485685,16.46,57,-6.33,29.01,0.658560697985817
35536,1,56.99,19.1048458485685,28.1,57,-6.33,29.01,0.658560697985817
35536,1,56.99,19.1048458485685,25.08,57,-6.33,29.01,0.658560697985817
36818,1,28.7,1.68789053773775,13.36,28.7,-3.5,13.37,0.126244617631844
36822,0,0,0,2.99,23.7,-1.16,9.1,NaN
36822,1,23.7,8.34600217655318,9.17,23.7,-1.16,9.1,0.917143096324526
36825,1,6.12,2.85,1.28,6.12,-0.75,2.85,1
36825,1,6.12,2.85,2.15,6.12,-0.75,2.85,1
36825,1,6.12,2.85,1.34,6.12,-0.75,2.85,1
36825,1,6.12,2.85,2.26,6.12,-0.75,2.85,1
36825,1,6.12,2.85,3.01,6.12,-0.75,2.85,1
36832,1,197.43,89.7641121820093,56.15,409.27,-49.93,190.72,0.470659145249629
36833,1,153.15,89.9286933779826,89.08,409.27,-49.93,190.72,0.471522091956704
36834,1,218.31,89.9514287979676,170.53,409.27,-49.93,190.72,0.471641300324914
36835,1,207.06,89.1727340181185,72.2,409.27,-49.93,190.72,0.467558378870168
36836,1,221.51,89.8231694898028,96.28,409.27,-49.93,190.72,0.470968799757775
36837,1,197.78,89.6241225915303,56.73,409.27,-49.93,190.72,0.469925139427068
36840,1,19.5,9.93,3.98,19.5,-2.16,9.93,1
36842,1,81.59,32.50061455174,14.83,81.6,-9.06,41.53,0.782581616945341
36842,1,81.59,32.50061455174,24.13,81.6,-9.06,41.53,0.782581616945341
36842,1,81.59,32.50061455174,36.15,81.6,-9.06,41.53,0.782581616945341
36842,1,81.59,32.50061455174,30.34,81.6,-9.06,41.53,0.782581616945341
36842,1,81.59,32.50061455174,35.94,81.6,-9.06,41.53,0.782581616945341
36842,1,81.59,32.50061455174,25.43,81.6,-9.06,41.53,0.782581616945341
36848,1,1.3,0.61,0.29,1.3,-0.16,0.61,1
36852,1,238.27,37.7936499434604,114.86,238.3,-26.45,121.29,0.311597410697176
36853,1,238.27,38.3553010030237,78.36,238.3,-26.45,121.29,0.316228056748484
36854,1,238.27,37.9624904265621,41.51,238.3,-26.45,121.29,0.312989450297321
36859,1,23.4,-1.15,8.18,23.4,-1.15,8.99,1
36859,1,23.4,-1.15,11.7,23.4,-1.15,8.99,1
36860,1,23.4,8.99,11.66,23.4,-1.15,8.99,1
36863,0,0,0,0.71,1.8,-0.22,0.84,NaN
36874,1,194.05,103.959726108603,193.95,660.6,-80.59,307.84,0.337707010487926
36880,1,175.07,263.246622771603,174.98,610.2,-74.44,284.35,0.925783797332874
36881,1,207.59,262.790072864985,106.87,610.2,-74.44,284.35,0.924178205960912
36882,0,0,0,276.76,610.2,-74.44,284.35,NaN
36883,0,0,0,274.6,610.2,-74.44,284.35,NaN
36887,0,0,0,0.3,1.8,-0.22,0.84,NaN
36892,1,245.6,463.105815755097,245.41,1300,-158.6,605.8,0.764453310919606
36893,1,170.51,463.893325222999,170.32,1300,-158.6,605.8,0.765753260519972
36900,1,230.37,56.3703011843576,54.35,230.4,-25.57,117.27,0.480688165637909
36901,1,230.37,56.4949600235476,84.22,230.4,-25.57,117.27,0.481751172708686
36902,1,230.37,67.2547314781085,73.35,230.4,-25.57,117.27,0.573503295626405
36903,1,230.37,56.5865363072096,76.88,230.4,-25.57,117.27,0.482532073908158
36906,1,4,0,0.69,4,0,0,NaN
36908,0,0,0,0.29,2,-0.24,0.93,NaN
36911,1,2.6,1.21,0.49,2.6,-0.32,1.21,1
36918,1,214.67,52.3078734932707,47.66,214.7,-23.83,109.28,0.4786591644699
36919,1,214.67,52.5229146113462,76.5,214.7,-23.83,109.28,0.480626963866638
36920,1,214.67,59.6070036608129,92.65,214.7,-23.83,109.28,0.545452083279767
36921,1,214.67,52.3958799025124,75.07,214.7,-23.83,109.28,0.479464493983459
36922,1,214.67,52.3410539532353,30.96,214.7,-23.83,109.28,0.478962792397834
36923,1,214.67,52.7021467769842,97.91,214.7,-23.83,109.28,0.482267082512667
36926,1,16.3,8.3,7.59,16.3,-1.81,8.3,1
36928,1,2.7,1.26,0.93,2.7,-0.33,1.26,1
36928,1,2.7,1.26,0.78,2.7,-0.33,1.26,1
36928,1,2.7,1.26,0.93,2.7,-0.33,1.26,1
36928,1,2.7,1.26,1.1,2.7,-0.33,1.26,1
36931,1,32.6,16.59,15.87,32.6,-3.62,16.59,1
36935,1,18.15,8.46,8.87,18.15,-2.21,8.46,1
36936,1,18.15,8.46,4.84,18.15,-2.21,8.46,1
36939,0,0,0,0.72,1.8,-0.22,0.84,NaN
36939,0,0,0,0.26,1.8,-0.22,0.84,NaN
36939,0,0,0,0.26,1.8,-0.22,0.84,NaN
36939,0,0,0,0.68,1.8,-0.22,0.84,NaN
36940,0,0,0,0.87,1.8,-0.22,0.84,NaN
36941,0,0,0,0.61,1.8,-0.22,0.84,NaN
36948,1,226.07,83.9508781791104,35.58,226.1,-25.1,115.08,0.729500157969329
36949,1,226.07,106.05072327507,56.18,226.1,-25.1,115.08,0.921539131691604
36950,1,226.07,84.3157475701902,39.69,226.1,-25.1,115.08,0.732670729667972
36953,1,1.1,-0.05,0.45,1.1,-0.05,0.42,1
36953,1,1.1,-0.05,0.13,1.1,-0.05,0.42,1
36956,0,0,0,0.26,1.8,-0.22,0.84,NaN
36956,1,0.6,0.28,0.14,0.6,-0.07,0.28,1
36957,1,0.6,0.28,0.12,0.6,-0.07,0.28,1
36962,0,0,0,168.83,576.43,-70.32,268.62,NaN
36963,1,185.46,95.911840940028,185.37,576.43,-70.32,268.62,0.357053983098906
36964,1,169,94.2210462980599,168.92,576.43,-70.32,268.62,0.350759609478296
36968,1,2.6,1,1.29,2.6,-0.13,1,1
36969,1,2.6,1,0.63,2.6,-0.13,1,1
36974,1,12.5,5.82,5.94,12.5,-1.53,5.82,1
36976,1,1.1,0.51,0.2,1.1,-0.13,0.51,1
36976,1,14,6.52,5.52,14,-1.71,6.52,1
36979,1,21.3,3.29663645879291,3.28,21.3,-2.6,9.93,0.331987558790826
36979,1,21.3,3.29663645879291,5.52,21.3,-2.6,9.93,0.331987558790826
36982,1,97.92,49.85,10.91,97.93,-10.87,49.85,1
36982,1,97.92,49.85,46.6,97.93,-10.87,49.85,1
36982,1,97.92,49.85,35.92,97.93,-10.87,49.85,1
36988,0,0,0,11.61,27.2,-3.32,12.68,NaN
36991,0,0,0,0.79,7.5,-0.92,3.49,NaN
36996,1,106.19,19.6828691868673,37.26,106.2,-12.96,49.49,0.39771406722302
36999,1,93.99,-10.43,16.86,94,-10.43,47.85,1
36999,1,93.99,-10.43,16.67,94,-10.43,47.85,1
36999,1,93.99,-10.43,43.75,94,-10.43,47.85,1
36999,1,93.99,-10.43,40.49,94,-10.43,47.85,1
37003,1,3.6,1.68,0.77,3.6,-0.44,1.68,1
37005,0,0,0,0.35,1,-0.12,0.47,NaN
37005,0,0,0,0.27,1,-0.12,0.47,NaN
37007,1,20.91,-2.32,5.65,20.92,-2.32,10.65,1
37008,1,20.91,10.65,4.78,20.92,-2.32,10.65,1
37008,1,20.91,10.65,2.7,20.92,-2.32,10.65,1
37008,1,20.91,10.65,5.42,20.92,-2.32,10.65,1
37011,1,20.91,-2.32,9.33,20.92,-2.32,10.65,1
37012,1,20.91,-2.32,6.68,20.92,-2.32,10.65,1
37016,1,2.7,-0.33,1.28,2.7,-0.33,1.26,1
37016,1,2.7,-0.33,0.71,2.7,-0.33,1.26,1
37016,1,2.7,-0.33,0.77,2.7,-0.33,1.26,1
37016,1,2.7,-0.33,1.1,2.7,-0.33,1.26,1
37016,1,2.7,-0.33,0.9,2.7,-0.33,1.26,1
37022,1,195.47,8.67674034541453,34.62,195.5,-21.7,99.51,0.0871946572747918
37023,1,195.47,15.6187525267695,74.2,195.5,-21.7,99.51,0.156956612669777
37024,1,195.47,7.65849491580832,86.75,195.5,-21.7,99.51,0.0769620632680969
37025,1,195.47,8.01787027007003,29.12,195.5,-21.7,99.51,0.0805735129139788
37026,1,195.47,15.1389327424783,49.24,195.5,-21.7,99.51,0.152134787885421
37034,1,217.27,101.26,27.9,217.3,-26.51,101.26,1
37035,1,217.27,99.8639674937945,107.76,217.3,-26.51,101.26,0.986213386270932
37036,1,217.27,99.5339742372961,57.58,217.3,-26.51,101.26,0.982954515477939
37037,1,217.27,99.6827356340747,33.47,217.3,-26.51,101.26,0.984423618744566
37038,1,217.27,99.8012576577441,108.21,217.3,-26.51,101.26,0.985594091030457
37042,1,2.7,-0.33,0.32,2.7,-0.33,1.26,1
37043,1,2.7,-0.33,0.36,2.7,-0.33,1.26,1
37043,1,2.7,-0.33,1.01,2.7,-0.33,1.26,1
37044,1,2.7,-0.33,1.27,2.7,-0.33,1.26,1
37045,1,2.7,-0.33,1.35,2.7,-0.33,1.26,1
37048,1,11,-1.22,2.22,11,-1.22,5.6,1
37055,1,113.85,57.96,49.69,113.87,-12.64,57.96,1
37056,1,113.85,57.96,15.77,113.87,-12.64,57.96,1
37057,1,113.85,57.96,32.9,113.87,-12.64,57.96,1
37058,1,113.85,57.96,14.34,113.87,-12.64,57.96,1
37059,1,113.85,57.96,55.07,113.87,-12.64,57.96,1
37060,1,113.85,57.96,12.96,113.87,-12.64,57.96,1
37063,1,58.99,-6.55,18.45,59,-6.55,30.03,1
37063,1,58.99,-6.55,19.3,59,-6.55,30.03,1
37063,1,58.99,-6.55,21.03,59,-6.55,30.03,1
37063,1,58.99,-6.55,16.66,59,-6.55,30.03,1
37067,0,0,0,0.25,1.4,-0.17,0.65,NaN
37067,0,0,0,0.47,1.4,-0.17,0.65,NaN
37071,1,68.99,24.3416552760278,13.24,69,-8.42,32.15,0.757127691322795
37072,1,68.99,19.4566224667961,22.64,69,-8.42,32.15,0.605182658376241
37073,1,68.99,24.6231098658953,11.05,69,-8.42,32.15,0.765882110914316
37074,1,68.99,19.7784757514267,10.16,69,-8.42,32.15,0.615193647011717
37075,1,68.99,17.763542538799,11.4,69,-8.42,32.15,0.55252076325969
37081,1,220.46,292.09,220.37,626.8,-76.47,292.09,1
37082,0,0,0,260.09,626.8,-76.47,292.09,NaN
37083,1,190.04,292.09,80.78,626.8,-76.47,292.09,1
37089,1,27.65,-3.07,3.21,27.65,-3.07,14.07,1
37090,1,27.65,-3.07,13.1,27.65,-3.07,14.07,1
37092,1,27.65,12.5347533627836,5.69,27.65,-3.07,14.07,0.890885100411061
37092,1,27.65,12.5347533627836,5.43,27.65,-3.07,14.07,0.890885100411061
37095,0,0,0,0.51,1.5,0,0,NaN
37098,1,1.8,0,0.35,1.8,0,0,NaN
37099,1,1.1,0,0.37,1.1,0,0,NaN
37103,0,0,0,0.22,2,-0.24,0.93,NaN
37105,1,3.4,0.72,1.27,3.4,-0.49,0.72,1
37107,1,1.3,0.61,0.24,1.3,-0.16,0.61,1
37107,1,1.3,0.61,0.29,1.3,-0.16,0.61,1
37107,1,1.3,0.61,0.36,1.3,-0.16,0.61,1
37107,0,0,0,0.48,1.3,-0.16,0.61,NaN
37107,0,0,0,0.55,1.3,-0.16,0.61,NaN
37107,0,0,0,0.46,1.3,-0.16,0.61,NaN
37113,1,93.99,34.9244470563647,43.05,94,-10.43,47.85,0.729873501700411
37114,1,93.99,22.7538357047905,46.19,94,-10.43,47.85,0.475524257153407
37115,1,93.99,30.2316243150076,15.85,94,-10.43,47.85,0.631799881191382
37116,1,93.99,39.5634432007287,30.29,94,-10.43,47.85,0.826822219450965
37117,1,93.99,23.125411659549,33.52,94,-10.43,47.85,0.483289689854733
37118,1,93.99,29.1000303709161,35.39,94,-10.43,47.85,0.608151104930325
37122,1,13.75,-1.68,1.52,13.75,-1.68,6.41,1
37122,1,13.75,-1.68,3.29,13.75,-1.68,6.41,1
37128,0,0,0,1.2,2.5,-0.3,1.16,NaN
37129,0,0,0,1.21,2.5,-0.3,1.16,NaN
37129,0,0,0,1.07,2.5,-0.3,1.16,NaN
37132,0,0,0,0.51,2.5,-0.3,1.16,NaN
37132,0,0,0,0.43,2.5,-0.3,1.16,NaN
37132,0,0,0,0.36,2.5,-0.3,1.16,NaN
37132,0,0,0,0.63,2.5,-0.3,1.16,NaN
37132,0,0,0,1.13,2.5,-0.3,1.16,NaN
37134,1,2.7,1.26,0.63,2.7,-0.33,1.26,1
37134,1,2.7,1.26,0.9,2.7,-0.33,1.26,1
37134,1,2.7,1.26,1.09,2.7,-0.33,1.26,1
37134,1,2.7,1.26,0.69,2.7,-0.33,1.26,1
37137,1,32,-3.55,7.81,32,-3.55,16.29,1
37141,1,58.24,25.2140998967846,12.44,58.25,-6.47,29.65,0.850391227547542
37142,1,58.24,23.3351969481521,7,58.25,-6.47,29.65,0.787021819499229
37145,0,0,0,0.61,1.8,-0.22,0.84,NaN
37145,0,0,0,0.79,1.8,-0.22,0.84,NaN
37145,0,0,0,0.26,1.8,-0.22,0.84,NaN
37149,1,205.09,60.8607567454752,53.83,305.88,-37.32,142.54,0.42697317767276
37150,1,216.67,60.8328930663141,82.8,305.88,-37.32,142.54,0.426777697953656
37151,1,207.09,62.0670361257113,58.83,305.88,-37.32,142.54,0.435435920623764
37152,1,165.62,61.6106266617781,72.07,305.88,-37.32,142.54,0.43223394599255
37153,0,0,0,132.77,305.88,-37.32,142.54,NaN
38153,1,29,13.51,8.89,29,-3.54,13.51,1
38155,1,24.75,12.6,2.87,24.75,-2.75,12.6,1
38156,1,24.75,-2.75,10.65,24.75,-2.75,12.6,1
38160,1,16,8.14,7.88,16,-1.78,8.14,1
38161,1,16,8.14,3.19,16,-1.78,8.14,1
38165,1,19,8.85,9.45,19,-2.32,8.85,1
38171,1,84.99,43.26,31.18,85,-9.44,43.26,1
38172,1,84.99,43.26,40.43,85,-9.44,43.26,1
38173,1,84.99,43.26,36.06,85,-9.44,43.26,1
38174,1,84.99,43.26,31.11,85,-9.44,43.26,1
38175,1,84.99,43.26,42.21,85,-9.44,43.26,1
38178,1,4.5,-0.65,1.39,4.5,-0.65,0.96,1
38184,0,0,0,150.47,383,-46.73,178.48,NaN
38185,1,208.71,178.48,92.46,383,-46.73,178.48,1
38189,1,24.75,-2.75,7.49,24.75,-2.75,12.6,1
38189,1,24.75,-2.75,10.47,24.75,-2.75,12.6,1
38192,0,0,0,0.22,1.17,-0.13,0.6,NaN
38193,0,0,0,0.24,1.17,-0.13,0.6,NaN
38195,0,0,0,0.19,1.17,-0.13,0.6,NaN
38196,0,0,0,0.13,1.17,-0.13,0.6,NaN
38203,1,197.97,87.9170272084068,82.5,198,-21.98,100.78,0.872365818698222
38204,1,197.97,84.4250923218844,48.49,198,-21.98,100.78,0.837716732703755
38205,1,197.97,100.78,51.31,198,-21.98,100.78,1
38209,0,0,0,0.79,1.7,0,0,NaN
38210,1,3.5,0,1.15,3.5,0,0,NaN
38216,1,925.07,16.5713761010449,173.16,925.2,-75.87,340.47,0.0486720595090459
38220,0,0,0,0.41,1.8,-0.22,0.84,NaN
38220,0,0,0,0.76,1.8,-0.22,0.84,NaN
38221,1,0.6,-0.07,0.21,0.6,-0.07,0.28,1
38222,1,0.6,-0.07,0.16,0.6,-0.07,0.28,1
38222,1,0.6,-0.07,0.08,0.6,-0.07,0.28,1
38223,1,0.6,-0.07,0.27,0.6,-0.07,0.28,1
38223,1,0.6,-0.07,0.12,0.6,-0.07,0.28,1
38224,1,0.6,-0.07,0.3,0.6,-0.07,0.28,1
38227,1,5.4,2.52,1.22,5.4,-0.66,2.52,1
38230,0,0,0,0.46,1.8,-0.22,0.84,NaN
38230,0,0,0,0.6,1.8,-0.22,0.84,NaN
38231,0,0,0,0.29,1.8,-0.22,0.84,NaN
38235,1,16,-1.95,1.93,16,-1.95,7.46,1
38235,1,2,-0.24,0.71,2,-0.24,0.93,1
38238,0,0,0,0.11,1,-0.12,0.47,NaN
38238,1,2.32,1.08,1.15,2.33,-0.28,1.08,1
38238,1,2.32,1.08,0.31,2.33,-0.28,1.08,1
38238,1,2.32,1.08,0.31,2.33,-0.28,1.08,1
38238,1,2.32,1.08,1.03,2.33,-0.28,1.08,1
38241,1,32,14.91,11.27,32,-3.9,14.91,1
38241,1,2,0.93,0.26,2,-0.24,0.93,1
38244,1,12.26,-1.36,3.24,12.27,-1.36,6.24,1
38244,1,12.26,-1.36,1.55,12.27,-1.36,6.24,1
38245,1,12.26,0.62612985129093,2.28,12.27,-1.36,6.24,0.100341322322264
38249,1,2,-0.24,0.54,2,-0.24,0.93,1
38249,1,2,-0.24,0.9,2,-0.24,0.93,1
38250,0,0,0,0.59,1.8,-0.22,0.84,NaN
38250,0,0,0,0.85,1.8,-0.22,0.84,NaN
38251,0,0,0,0.86,1.8,-0.22,0.84,NaN
38252,0,0,0,0.63,1.8,-0.22,0.84,NaN
38252,0,0,0,0.27,1.8,-0.22,0.84,NaN
38253,0,0,0,0.25,1.8,-0.22,0.84,NaN
38259,1,171.98,46.1838975285039,57.44,172,-19.09,87.55,0.527514534877257
38260,1,171.98,55.2777624161776,70.9,172,-19.09,87.55,0.631385064719333
38261,1,171.98,61.1747158861359,58.49,172,-19.09,87.55,0.698740329938731
38262,1,171.98,60.8261791920974,60.15,172,-19.09,87.55,0.694759328293516
38265,0,0,0,0.51,1.8,-0.22,0.84,NaN
38265,0,0,0,0.41,1.8,-0.22,0.84,NaN
38265,0,0,0,0.49,1.8,-0.22,0.84,NaN
38268,0,0,0,0.58,1.8,-0.22,0.84,NaN
38268,0,0,0,0.28,1.8,-0.22,0.84,NaN
38269,0,0,0,0.32,1.8,-0.22,0.84,NaN
38273,1,4.4,2.05,2.01,4.4,-0.54,2.05,1
38274,1,4.4,2.05,1.55,4.4,-0.54,2.05,1
38279,1,6.6,-0.73,2.35,6.6,-0.73,3.36,1
38279,1,6.6,-0.73,2.75,6.6,-0.73,3.36,1
38282,1,16,8.14,2.22,16,-1.78,8.14,1
38289,1,24.75,12.6,12.09,24.75,-2.75,12.6,1
38289,1,24.75,12.6,3.44,24.75,-2.75,12.6,1
38294,0,0,0,66.74,256,-31.23,119.3,NaN
38298,1,4.35,-0.48,1.24,4.35,-0.48,2.21,1
38299,1,4.35,-0.48,1.86,4.35,-0.48,2.21,1
38301,1,4.35,2.21,1.8,4.35,-0.48,2.21,1
38301,1,4.35,2.21,1.02,4.35,-0.48,2.21,1
38302,0,0,0,1.68,4.35,-0.48,2.21,NaN
