bus,type,base_kv,pd_mw,qd_mvar,vm_original_pu,va_original_deg,vm_solved_pu,va_solved_deg,delta_vm_pu,delta_va_deg
32507,1,13.8,0,0,1.0339175,-82.161524,1.03075576847803,-82.5132994157851,-0.0031617315219723,0.0644553164599415
32508,1,345,0,0,1.037247,-86.127808,1.03521695851455,-86.5047058168169,-0.00203004148545149,0.0393329154281474
32509,1,345,0,0,1.0369999,-84.728559,1.03456704655377,-85.0950873038942,-0.00243285344623323,0.0497024283508409
32510,1,138,0,0,1.0295132,-57.220069,1.02947684200482,-57.5519399642364,-3.6357995175651e-05,0.0843597680086177
32511,2,115,0,0,1.0449747,-58.565069,1.04490982236528,-58.8961701251863,-6.48776347196289e-05,0.0851296070587395
32512,1,138,0,0,1.0297268,-57.207526,1.02969059209941,-57.5394156841803,-3.62079005877813e-05,0.0843410480647648
32513,1,138,0,0,1.0295132,-57.220069,1.02947684200482,-57.5519399642364,-3.6357995175651e-05,0.0843597680086177
32514,1,345,0,0,1.038,-72.546716,1.03793489110257,-72.9223901887364,-6.51088974341629e-05,0.040556543508643
32515,2,18,0,0,1.0475,-69.376272,1.0475,-69.7517854474423,0,0.040717284802767
32516,2,13.8,0,0,1.0499942,-69.754411,1.05,-70.1299390863797,5.80000000005576e-06,0.040702645865295
32517,2,22,0,0,1.0500222,-69.719604,1.05,-70.0951311977984,-2.21999999998612e-05,0.0407035344466635
32518,2,13.8,0,0,1.0475,-68.660701,1.0475,-69.0362295508571,0,0.0407021813879567
32519,2,13.2,0,0,1.0504199,-69.695855,1.0504,-70.0712714477505,-1.99000000000726e-05,0.0408142844945161
32520,2,13.8,0,0,1.0475,-69.053464,1.0475,-69.4289385544475,0,0.0407561777975047
32521,1,345,0,0,1.0354363,-73.385158,1.0353526251293,-73.7608430141336,-8.36748706971591e-05,0.0405457181114883
32522,1,345,0,0,1.038,-72.546716,1.03793489110257,-72.9223901887364,-6.51088974341629e-05,0.040556543508643
32523,1,138,0,0,1.0232248,-74.506374,1.02309014185816,-74.870181387958,-0.000134658141839328,0.0524233442870781
32524,1,138,0,0,1.0231829,-74.515068,1.02304814758095,-74.8788823591036,-0.000134752419052253,0.0524163731414404
32525,1,138,17.53,8.04,1.0395494,-110.519174,1.03902146976626,-110.949176814485,-0.000527930233738205,-0.0137720822401661
32526,1,138,15.96,2.32,1.0389286,-110.821206,1.03840179686573,-111.251714089986,-0.000526803134266673,-0.0142773577407524
32527,1,138,15.96,8.01,1.038895,-111.808361,1.03839149894226,-112.240472692641,-0.000503501057740108,-0.0158809603959895
32528,1,345,0,0,1.0295132,-107.973533,1.02900682543008,-108.402433555724,-0.000506374569919643,-0.0126698234792855
32529,1,138,0,0,1.0425062,-110.601019,1.04199208034463,-111.031770711527,-0.000514119655367962,-0.0145209792823806
32530,1,345,15.96,2.62,1.0294529,-107.982553,1.02894658445561,-108.4114619644,-0.000506315544392955,-0.0126782321550536
32531,1,138,4.02,2.24,1.0337347,-116.520309,1.03324787212275,-116.956761212171,-0.000486827877253404,-0.0202214799256666
32532,1,138,18.86,3.57,1.0322616,-109.098666,1.03167286403506,-109.518150088595,-0.000588735964938136,-0.00325335634991575
32533,1,138,9.39,1.71,1.0316798,-109.695017,1.03108762487926,-110.115813571582,-0.00059217512074472,-0.00456583933657839
32534,1,138,5.25,1.61,1.033454,-116.154569,1.03300004793461,-116.592300479975,-0.000453952065386565,-0.0215007477300446
32535,1,138,0,0,1.0334845,-116.1519,1.03303049668388,-116.589629584839,-0.000454003316121998,-0.0214988525937372
32536,1,138,11.85,1.26,1.0366146,-113.603731,1.03607126927671,-114.03214293616,-0.000543330723291158,-0.0121812039147642
32537,1,138,0,0,1.0366589,-113.597559,1.03611564878342,-114.025969215049,-0.000543251216583274,-0.0121794828040009
32538,1,138,11.85,0.93,1.0381183,-112.356719,1.03755785487798,-112.782565770147,-0.000560445122024245,-0.00961603790207732
32539,1,138,11.85,3.04,1.0384551,-113.151167,1.03790362010695,-113.578583061173,-0.00055147989305282,-0.0111853289280361
32540,1,138,13.4,0.4,1.0325309,-117.392882,1.03210933866593,-117.832395581081,-0.000421561334074783,-0.0232828488356631
32541,1,138,13.4,2.54,1.0334259,-116.676039,1.03297981750197,-117.114585354744,-0.000446082498027911,-0.0223156224989367
32542,1,138,17.04,4.25,1.032623,-117.007282,1.03217697264779,-117.445822004422,-0.000446027352205114,-0.0223092721769973
32543,1,138,18.84,1.1,1.0357596,-116.106219,1.03524639279106,-116.541111463824,-0.000513207208936661,-0.0186617315789732
32544,1,138,17.79,4.36,1.0382038,-115.859197,1.03767403016077,-116.293562144801,-0.000529769839233474,-0.018134412556094
32545,1,138,16.81,3.67,1.0369176,-115.249574,1.03636939945849,-115.682981339333,-0.000548200541505395,-0.0171766070881318
32546,1,138,4.33,0.68,1.0107276,-101.194872,1.01031082143484,-101.597303450037,-0.000416778565162979,0.0137992822082964
32547,1,138,6.92,2.91,1.0143763,-103.003814,1.01395037674986,-103.408996404553,-0.000425923250137128,0.0110483276923787
32548,1,138,5.84,1.83,1.035578,-100.664172,1.0352385378376,-101.067980744222,-0.00033946216239733,0.0124219880229361
32549,1,138,16.83,2.98,1.0297914,-97.37308,1.02950475964103,-97.7676865179461,-0.000286640358973633,0.0216242142989813
32550,1,138,16.83,3.44,1.0238439,-97.435268,1.0235593262583,-97.8322555581775,-0.000284573741699212,0.0192431740675261
32551,1,138,0,0,1.0238378,-98.277007,1.02354468310682,-98.6755458082225,-0.000293116893176126,0.0176919240225288
32552,1,138,16.83,5.67,1.0237338,-98.2853,1.02344070425402,-98.6838454313655,-0.000293095745975469,0.0176853008795774
32553,1,138,22.45,6.94,1.0268419,-99.271106,1.02653440286039,-99.6718526464859,-0.000307497139612867,0.0154840857591267
32554,1,138,0,0,1.0277697,-105.30175,1.02733562418964,-105.710722291434,-0.000434075810357593,0.00725844081088667
32555,1,138,17.43,9.11,1.0276239,-105.310642,1.02718981324422,-105.71961762066,-0.000434086755778385,0.00725511158509562
32556,1,138,16.32,2.89,1.0389107,-103.93379,1.03851185828662,-104.340819579914,-0.00039884171338489,0.00920115233127206
32557,1,138,16.32,2.03,1.0377032,-104.623398,1.03728856588052,-105.03129794194,-0.000414634119480173,0.00833079030495298
32558,1,138,16.32,2.6,1.0405706,-104.40158,1.04016113751348,-104.80917938182,-0.000409462486522294,0.00863135042459362
32559,1,138,21.18,1.52,1.0254685,-122.270948,1.02532793155883,-122.718731128438,-0.000140568441170608,-0.0315523961925663
32560,1,138,21.8,2.79,1.0220983,-122.877605,1.02194876050588,-123.325377983199,-0.000149539494121997,-0.0315422509537768
32561,1,138,21.18,4.89,1.0238286,-122.497692,1.0236552767463,-122.944814944021,-0.000173323253696012,-0.0308922117755657
32562,1,138,0,0,1.0270931,-120.73071,1.02695028699962,-121.175556974015,-0.000142813000377107,-0.028616241769754
32563,1,138,21.18,8.62,1.0269577,-120.742545,1.0268148350015,-121.187398608459,-0.00014286499849625,-0.0286228762142713
32564,1,138,7.51,1.71,1.0260522,-120.761995,1.02590590419263,-121.205947804881,-0.000146295807372576,-0.0277220726356262
32565,1,138,6.59,1.14,1.0261685,-73.511638,1.02612676097653,-73.8991610798204,-4.17390234717097e-05,0.0287076524246146
32566,1,138,0,0,1.0261937,-73.507797,1.02615195929257,-73.8953197842041,-4.1740707426241e-05,0.0287079480409318
32567,1,138,6.59,0.58,1.0302275,-73.064096,1.03019098318993,-73.4516970716157,-3.65168100715518e-05,0.0286296606293774
32568,1,138,0,0,1.0393888,-71.152735,1.03935887112684,-71.5407507892817,-2.9928873159113e-05,0.0282149429633449
32569,1,100,0,0,1.0384765,-73.257151,1.03842572750483,-73.6457699535348,-5.07724951650523e-05,0.0276117787101953
32570,1,138,6.59,0.91,1.0393619,-71.156481,1.03933197586255,-71.5444963089352,-2.99241374484005e-05,0.0282154233098026
32571,1,138,7.57,1.53,1.0342306,-72.314573,1.0341987506757,-72.7023020834989,-3.184932429523e-05,0.0285016487461718
32572,1,138,0,0,1.0373867,-72.019904,1.03735717916573,-72.4077689994344,-2.95208342744324e-05,0.0283657328106273
32573,1,100,4.78,1.04,1.0445276,-75.035778,1.04449585582504,-75.4240606657903,-3.17441749646541e-05,0.0279480664547407
32574,1,138,0,0,1.0374486,-71.999712,1.03741914725362,-72.3875831667732,-2.94527463848837e-05,0.0283595654718738
32575,1,138,0,0,1.0230146,-73.151589,1.02296494040213,-73.5387295908594,-4.96595978654035e-05,0.0290901413856517
32576,1,69,0,0,1.0440384,-71.845124,1.04395776612333,-72.2309311504581,-8.06338766721204e-05,0.0304235817869198
32577,1,138,5.23,1.26,1.0229891,-73.154426,1.02293946735422,-73.5415702192725,-4.96326457832819e-05,0.0290865129725262
32578,1,138,10.95,2.38,1.0244985,-108.493186,1.02400405725615,-108.908735902665,-0.000494442743846468,0.000680829580389286
32579,1,138,10.45,3.64,1.0219564,-109.682128,1.02150614598625,-110.098188152572,-0.000450254013752538,0.000170579672797544
32580,1,138,9.21,2.59,1.0259163,-108.17035,1.02538118151273,-108.586547533345,-0.000535118487268393,3.31989002120281e-05
32581,1,138,35.96,3.4,1.0255012,-105.493887,1.02488647574677,-105.908415916721,-0.000614724253228838,0.00170181552431359
32582,1,138,0,0,1.025353,-107.087973,1.02489519288458,-107.500168621119,-0.00045780711541954,0.00403511112574506
32583,1,138,33.09,6.41,1.0252113,-107.1087,1.02475352457145,-107.520922911234,-0.000457775428547302,0.00400782101137054
32584,1,345,30.42,2.59,1.038103,-99.781022,1.03782650624078,-100.188811290187,-0.000276493759217455,0.00844144205802877
32585,1,138,30.42,2.03,1.0251915,-107.839845,1.02472166734416,-108.253628257532,-0.000469832655839886,0.00244747471285223
32586,1,138,0,0,1.0292437,-108.425616,1.02878694542851,-108.841330781323,-0.000456754571489082,0.000515950921609942
32587,1,138,7.01,0.85,1.0292159,-108.429873,1.02875913792328,-108.845590581524,-0.000456762076721962,0.000513150720777844
32588,1,138,7.01,1.68,1.0231996,-109.528436,1.0227498713123,-109.944075853847,-0.000449728687696105,0.000590878398440964
32589,1,138,9.54,1.83,1.0226435,-109.466938,1.02218582673502,-109.882828411345,-0.0004576732649757,0.000340320900122038
32590,1,138,18.44,7.63,1.0290235,-109.056,1.02860062192366,-109.469501737121,-0.000422878076339561,0.00272899512420111
32591,1,138,11.88,3.9,1.0276965,-107.740488,1.0272827673611,-108.152117726875,-0.000413732638898434,0.00460100537048902
32592,1,138,11.03,2.58,1.0295937,-108.544314,1.02898540981823,-108.963783054067,-0.000608290181771887,-0.00323832182171202
32593,1,138,20.83,9.31,1.0276113,-122.57082,1.02750373429912,-123.023610077711,-0.000107565700876888,-0.0365593454658892
32594,1,138,0,0,1.0277612,-122.558911,1.02765372832269,-123.011698369779,-0.000107471677310844,-0.0365566375339483
32595,1,138,20.83,8.91,1.0319448,-121.345508,1.03183919116952,-121.79855875013,-0.00010560883048405,-0.0368200178849492
32596,1,345,0,0,1.04048,-117.412342,1.04038246148492,-117.86613325551,-9.75385150843167e-05,-0.0375605232654124
32597,1,138,0,0,1.0345117,-120.926583,1.03440687643873,-121.379673447257,-0.000104823561268397,-0.0368597150118291
32598,1,345,20.83,7.19,1.0403533,-117.422528,1.04025580895755,-117.876326574566,-9.74910424480502e-05,-0.0375678423210957
32599,1,138,20.83,9.32,1.0289489,-121.917965,1.02884260319325,-122.370929659432,-0.000106296806746231,-0.0367339271867451
32600,1,138,3.25,1.02,1.0378773,-124.595595,1.03755686658232,-125.05583352287,-0.000320433417680954,-0.044007790625443
32601,1,138,0,0,1.0351091,-128.138636,1.03481477727549,-128.601738290425,-0.000294322724510465,-0.0468715581799444
32602,1,138,8.77,1.2,1.0350762,-128.143741,1.03478186816578,-128.606843079294,-0.000294331834222339,-0.0468713470486222
32603,1,138,0,0,1.0342265,-127.936809,1.03393222307613,-128.399745911587,-0.000294276923865855,-0.0467061793418111
32604,1,24,0,0,1.0342265,-127.936809,1.03393222307613,-128.399745911587,-0.000294276923865855,-0.0467061793418111
32605,1,24,0,0,1.0342265,-127.936809,1.03393222307613,-128.399745911587,-0.000294276923865855,-0.0467061793418111
32606,1,1,0,0,1.0342265,-127.936809,1.03393222307613,-128.399745911587,-0.000294276923865855,-0.0467061793418111
32607,1,138,9.98,2.24,1.0341721,-127.942801,1.03387783053011,-128.405738869261,-0.000294269469885533,-0.0467071370154741
32608,1,138,0,0,1.0342767,-127.93151,1.03398250960186,-128.394443994355,-0.000294190398135941,-0.0467032621102277
32609,1,138,8.77,3.55,1.0349508,-127.331584,1.03465404183586,-127.79402580307,-0.000296758164141098,-0.0462110708249099
32610,1,138,3.79,1.71,1.0384443,-123.941101,1.03818328095195,-124.401740053057,-0.000261019048046762,-0.0444083208121384
32611,1,138,0,0,1.0384714,-123.939344,1.03821040872956,-124.399985876855,-0.000260991270438771,-0.0444111446099811
32612,1,138,8.8,0.66,1.0372394,-125.031781,1.03693637618255,-125.492565524551,-0.000303023817447734,-0.0445537923059049
32613,1,138,4.55,0.96,1.0323756,-128.475949,1.03208793641686,-128.939363816353,-0.000287663583141029,-0.0471840841082241
32614,1,138,18.14,5.23,1.0317044,-113.728939,1.03029709016965,-114.173917700016,-0.00140730983035176,-0.0287479677714231
32615,1,345,0,0,1.0325444,-109.370349,1.03130035343279,-109.804749115953,-0.00124404656720944,-0.0181693837076438
32616,1,138,0,0,1.0345132,-113.198106,1.03321435230801,-113.641476791852,-0.00129884769198796,-0.0271400596073761
32617,1,345,19.19,4.06,1.0324544,-109.38013,1.03121011384588,-109.814554875936,-0.00124428615412464,-0.0181941436914457
32618,1,138,18.14,3.55,1.0277147,-115.766083,1.02614587819559,-116.216539308971,-0.00156882180440632,-0.0342255767256745
32619,1,138,5.49,1.92,1.033737,-114.873812,1.03245271533342,-115.320975595632,-0.00128428466658126,-0.0309328633871075
32620,1,138,14.49,4.56,1.0283009,-115.465118,1.02644029507531,-115.915737781859,-0.00186060492469498,-0.0343890496141341
32621,1,138,14.49,3.01,1.0291233,-115.276638,1.02720744076081,-115.726878451973,-0.00191585923919058,-0.0340097197281466
32622,1,138,16.29,1.77,1.0282149,-115.534072,1.02639181632689,-115.984717019124,-0.00182308367311457,-0.0344142868787003
32623,1,138,25.1,3.59,1.0234071,-129.524256,1.02328235235399,-129.97345803039,-0.000124747646005341,-0.032971298145398
32624,1,138,22.63,10.36,1.0203665,-130.398446,1.02024405374098,-130.848194428629,-0.000122446259024134,-0.0335176963842656
32625,1,138,0,0,1.029749,-128.786383,1.02963209928736,-129.235683991444,-0.000116900712642698,-0.0330702591993628
32626,1,138,25.1,14.74,1.0295252,-128.799035,1.02940822901661,-129.248350115896,-0.000116970983387921,-0.0330843836505181
32627,1,138,25.1,7.54,1.0251173,-128.156876,1.02498409922852,-128.604903763978,-0.000133200771477826,-0.0317970317325518
32628,1,138,0,0,1.0252551,-128.142069,1.02512196705609,-128.590087562666,-0.00013313294391093,-0.031787830420555
32629,1,138,16.84,3.11,1.0279176,-129.579568,1.02780882957262,-130.028810917857,-0.000108770427383886,-0.0330121856120371
32630,1,138,0,0,1.0273044,-131.421922,1.02720267908736,-131.872512275209,-0.000101720912635939,-0.0343595429635428
32631,1,138,27.41,10.93,1.027124,-131.435848,1.0270223097911,-131.886445001943,-0.000101690208901051,-0.0343662696984239
32632,1,138,27.41,4.58,1.0368451,-131.118696,1.03669123061646,-131.567959697126,-0.000153869383537453,-0.0330329648807748
32633,1,138,0,0,1.0249275,-130.364486,1.02481352598603,-130.814573512665,-0.000113974013967955,-0.0338567804204359
32634,1,138,27.41,4.17,1.0248133,-130.38054,1.02469917911661,-130.830631582976,-0.000114120883390134,-0.0338608507307043
32635,1,138,27.41,7.93,1.0333239,-129.20748,1.03322411589135,-129.657262267851,-9.9784108652301e-05,-0.0335515356060085
32636,1,138,0,0,1.0128316,-131.329727,1.01270040476114,-131.779622447392,-0.000131195238858961,-0.0336647151468554
32637,1,100,40.07,11.05,1.0397352,-134.504064,1.03960483013228,-134.955193748274,-0.000130369867722191,-0.0348990160288309
32638,1,138,0,0,1.0143655,-131.287336,1.01423403010242,-131.737177015994,-0.000131469897577174,-0.033610283748672
32639,1,345,0,0,1.0369907,-122.038829,1.03691445487131,-122.486562637485,-7.6245128685537e-05,-0.0315029052403588
32640,1,230,0,0,1.0329388,-125.014565,1.0328223963914,-125.462351987493,-0.000116403608595661,-0.0315562552480628
32641,1,13.8,0,0,1.0318375,-128.817548,1.03167055699014,-129.26585186282,-0.00016694300986253,-0.0320731305749433
32642,1,1,0,0,1.0318375,-128.817548,1.03167055699014,-129.26585186282,-0.00016694300986253,-0.0320731305749433
32643,1,345,40.07,20.41,1.0366691,-122.061132,1.03659279652286,-122.508878447986,-7.6303477137607e-05,-0.0315157157411363
32644,1,138,0,0,1.0204799,-130.617144,1.0203585025728,-131.067046227246,-0.000121397427202519,-0.0336714950011441
32645,1,138,40.07,10.92,1.0202613,-130.639785,1.02014004860624,-131.089697029674,-0.000121251393760513,-0.0336812974288279
32646,1,138,80.15,25.56,1.0250563,-131.50394,1.02491458252988,-131.953625922884,-0.000141717470124147,-0.0334551906384917
32647,1,138,18.66,1.01,1.0404675,-129.920518,1.04036970346913,-130.371001162634,-9.77965308699424e-05,-0.0342524303891167
32648,1,138,18.66,6.38,1.0272353,-130.834021,1.02712194009279,-131.284309343961,-0.000113359907212729,-0.0340576117159941
32649,1,138,0,0,1.0417056,-129.900671,1.0416070613379,-130.351168578499,-9.85386620990791e-05,-0.0342668462535443
32650,1,138,18.66,8.05,1.0415767,-129.91106,1.04147812425072,-130.36156416623,-9.85757492775186e-05,-0.0342734339846089
32651,1,138,0,0,1.0295264,-127.908264,1.02934292939216,-128.355763839213,-0.000183470607842739,-0.031269106968054
32652,1,138,16.92,3.74,1.0294408,-127.917736,1.02925718883724,-128.365237497322,-0.000183611162757114,-0.0312707650767834
32653,1,138,0,0,1.0300663,-129.429667,1.02989508186019,-129.877973056021,-0.000171218139807916,-0.0320753237764251
32654,1,138,21.61,11.67,1.0298806,-129.441537,1.02970936862862,-129.889842128326,-0.00017123137138042,-0.032074396080489
32655,1,138,21.61,0.27,1.0323314,-130.102695,1.03216641368868,-130.551343125166,-0.000164986311324,-0.0324173929211184
32656,1,138,16.92,6.96,1.0306244,-126.132976,1.03042973543392,-126.579471020941,-0.000194664566076641,-0.0302642886959319
32657,1,138,26.64,5.88,1.0301194,-129.245696,1.03001428005423,-129.694984215389,-0.000105119945771559,-0.0330574831444466
32658,1,138,0,0,1.0302316,-129.231233,1.03012649850432,-129.680520889891,-0.000105101495676108,-0.0330571576457288
32659,1,138,18.22,1.12,1.0382947,-131.327883,1.03814361379059,-131.777295374312,-0.000151086209411178,-0.033181642066566
32660,1,138,0,0,1.0338758,-129.040668,1.03377585399426,-129.490350608542,-9.99460057442558e-05,-0.0334518762972067
32661,1,138,20.86,2.69,1.0338004,-129.051681,1.03370035828637,-129.501363565108,-0.000100041713634313,-0.033451832862724
32662,1,138,11.17,5.28,1.0376191,-128.872837,1.03732778601283,-129.336693934034,-0.000291313987167641,-0.0476262017890718
32663,1,138,0,0,1.0389453,-128.783605,1.03865199615562,-129.247343952665,-0.000293303844377535,-0.0475082204201414
32664,1,138,12.45,4.62,1.0388593,-128.790586,1.03856596827894,-129.254332861221,-0.000293331721061163,-0.0475161289755164
32665,1,138,13.13,2.55,1.0271698,-126.10922,1.02705889140802,-126.560101158663,-0.000110908591980596,-0.0346504264180538
32666,1,138,0,0,1.0269631,-128.700602,1.02685027118187,-129.149859935053,-0.000112828818127353,-0.0330272028084124
32667,1,138,15.93,3.46,1.0268892,-128.709503,1.02677644144569,-129.158764752562,-0.000112758554313031,-0.0330310203172957
32668,1,138,15.93,3.45,1.0335281,-126.777653,1.03341377859144,-127.226507326903,-0.000114321408562379,-0.0326235946580198
32669,1,138,19.65,7.58,1.0270162,-128.207717,1.026901938702,-128.656871362981,-0.000114261297998963,-0.0329236307357377
32670,1,345,15.93,9.31,1.0385905,-120.59182,1.03851470279507,-121.038730852747,-7.57972049283406e-05,-0.0306801205017706
32671,1,138,41.45,5.43,1.0217362,-125.262017,1.02162646918732,-125.710042437547,-0.000109730812680064,-0.0317947053017065
32672,1,138,45.14,8.14,1.0236984,-124.954454,1.02358095321079,-125.401507012843,-0.000117446789205333,-0.0308222805975475
32673,1,138,0,0,1.0216408,-125.519705,1.02152812146182,-125.968581226887,-0.000112678538175759,-0.0326454946418835
32674,1,138,41.45,9.22,1.0214238,-125.544131,1.02131102496212,-125.993012662124,-0.000112775037876878,-0.0326509298794662
32675,1,345,0,0,1.0323486,-119.282678,1.03227204296176,-119.730544737184,-7.65570382439407e-05,-0.031636004939287
32676,1,138,41.45,9.8,1.0218549,-122.998532,1.02175495621687,-123.447258607769,-9.99437831259442e-05,-0.0324958755242335
32677,1,13.8,0,0,1.0336558,-118.909468,1.03358128608908,-119.357327264082,-7.45139109197268e-05,-0.0316285318365601
32678,1,1,0,0,1.0336558,-118.909468,1.03358128608908,-119.357327264082,-7.45139109197268e-05,-0.0316285318365601
32679,1,345,0,0,1.0335057,-119.131079,1.03343069487309,-119.578952619225,-7.50051269087226e-05,-0.031642886980336
32680,1,138,31.88,13.05,1.0131108,-124.746806,1.01299677900549,-125.196005086802,-0.00011402099451252,-0.0329683545569992
32681,1,138,31.88,17.95,1.0108902,-125.112165,1.01077377401798,-125.561620526418,-0.000116425982015667,-0.0332247941727246
32682,1,138,31.88,14.07,1.0166437,-123.885617,1.01653778011003,-124.334582908121,-0.000105919889969996,-0.0327351758762831
32683,1,138,57.98,4.63,1.0114456,-125.000219,1.011326645429,-125.449349493078,-0.000118954570996532,-0.0328997608332742
32684,1,138,0,0,1.0116185,-124.962956,1.0114993966546,-125.412088458634,-0.000119103345395333,-0.0329017263888858
32685,1,138,18.27,7.63,1.0279043,-123.518477,1.02779419589061,-123.970821698627,-0.000110104109388498,-0.0361139663822598
32686,1,138,0,0,1.0280285,-123.50911,1.02791849473645,-123.961450139797,-0.000110005263545654,-0.0361094075516633
32687,1,138,0,0,1.0314273,-125.406709,1.03126502441239,-125.85923047243,-0.000162275587606509,-0.0362907401853505
32688,1,138,18.27,7.81,1.0313027,-125.415461,1.03114044573556,-125.867984759857,-0.000162254264443051,-0.0362930276119897
32689,1,138,18.27,6.89,1.0290956,-122.836059,1.02898727069824,-123.288546218098,-0.000108329301755195,-0.0362564858528032
32690,1,138,18.27,3.79,1.0289974,-124.070232,1.02888643793424,-124.522181761732,-0.000110962065760667,-0.0357190294873817
32691,1,138,18.8,3.74,1.0377918,-127.040853,1.0377158000955,-127.519300404413,-7.5999904501467e-05,-0.0622166721684323
32692,1,138,20.97,7.12,1.0402384,-126.945707,1.04016446795657,-127.424480635995,-7.39320434295365e-05,-0.0625429037502272
32693,1,138,18.8,4.81,1.0379703,-127.074835,1.03789234522526,-127.55300432055,-7.79547747389309e-05,-0.0619385883045283
32694,1,138,0,0,1.0384649,-126.629398,1.03839126619886,-127.10814122712,-7.36338011402271e-05,-0.0625124948748947
32695,1,138,18.8,5.58,1.0383608,-126.640674,1.03828724288312,-127.11941790782,-7.3557116884837e-05,-0.0625131755746509
32696,1,345,0,0,1.0370668,-122.38411,1.03703718545183,-122.861648177318,-2.96145481726295e-05,-0.0613074450729556
32697,1,230,0,0,1.0445554,-125.536549,1.04448813291327,-126.013887774637,-6.72670867274405e-05,-0.0611080423914814
32698,1,138,0,0,1.039076,-127.095138,1.03899606968676,-127.572890691382,-7.99303132430484e-05,-0.061521959137437
32699,1,18,0,0,1.0381234,-127.392735,1.03804127098201,-127.870589352133,-8.21290179937595e-05,-0.0616236198876976
32700,1,1,0,0,1.0381234,-127.392735,1.03804127098201,-127.870589352133,-8.21290179937595e-05,-0.0616236198876976
32701,1,345,0,0,1.0376081,-122.236583,1.03758090643533,-122.714115297302,-2.71935646662946e-05,-0.0613015650566524
32702,1,230,32.82,1.1,1.0443521,-125.634948,1.04428330838118,-126.112233081666,-6.87916188248927e-05,-0.0610543494211697
32703,1,138,0,0,1.0377688,-127.001741,1.03769251861839,-127.480148547317,-7.62813816121977e-05,-0.0621768150722062
32704,1,138,21.77,7.07,1.03765,-127.013781,1.03757363298883,-127.492194268036,-7.6367011172751e-05,-0.0621825357906403
32705,1,138,21.77,7.85,1.0404323,-126.730333,1.04035982370149,-127.209164357663,-7.24762985135907e-05,-0.0626006254175024
32706,1,138,23.93,6.96,1.0371751,-127.629736,1.03708775111746,-128.107063042472,-8.73488825370305e-05,-0.0610963102269011
32707,1,138,0,0,1.037308,-127.616873,1.03722081642796,-128.094201060343,-8.71835720370751e-05,-0.0610973280981426
32708,1,138,0,0,1.0379403,-125.713123,1.03787048430495,-126.191638372706,-6.98156950456053e-05,-0.0622846404609589
32709,1,138,17.33,5.09,1.0378557,-125.722149,1.03778577984828,-126.200669674534,-6.99201517162518e-05,-0.0622899422893965
32710,1,138,13.26,13.33,1.0377948,-125.88339,1.03772527946471,-126.362006566852,-6.95205352896355e-05,-0.0623858346066299
32711,1,138,13.26,4.45,1.0432831,-124.857676,1.0431965678329,-125.33527173225,-8.65321670959762e-05,-0.0613650000048125
32712,1,138,0,0,1.0411692,-124.802488,1.04110025636578,-125.280578710934,-6.89436342180549e-05,-0.061859978689327
32713,1,138,8.7,2.67,1.0411223,-124.806778,1.04105348323107,-125.284866374791,-6.88167689288921e-05,-0.0618576425459736
32714,1,138,26.76,4.33,1.0303888,-120.388277,1.03011413016559,-120.832712243437,-0.000274669834408714,-0.0282045111922855
32715,1,138,0,0,1.0305718,-120.599921,1.03031214598169,-121.043194387466,-0.000259654018309297,-0.0270426552206402
32716,1,138,27.14,8.15,1.0304045,-120.615682,1.03014482622388,-121.058960489833,-0.000259673776116909,-0.0270477575880506
32717,1,138,24.34,6.31,1.0303123,-121.180044,1.03007928125609,-121.62523504283,-0.000233018743906799,-0.0289603105849068
32718,1,138,27.14,6.33,1.0324237,-120.36852,1.03216477520985,-120.811310317531,-0.000258924790148995,-0.026559585285753
32719,1,138,0,0,1.032547,-120.354112,1.03228807476769,-120.796886957586,-0.000258925232311746,-0.0265442253409134
32720,1,138,5.39,0.98,1.0304225,-120.739595,1.03016515953218,-121.184022907154,-0.000257340467820999,-0.0281971749088825
32721,1,138,5.26,1.02,1.0395604,-120.741897,1.03928434166708,-121.185998590015,-0.000276058332915996,-0.0278708577702389
32722,1,138,11.65,2.52,1.0286927,-127.944154,1.02857949022904,-128.393889506298,-0.000113209770958411,-0.0335047740531564
32723,1,138,0,0,1.0287387,-127.923468,1.02862531980516,-128.373132797493,-0.000113380194835866,-0.0334340652483149
32724,1,138,7,0.41,1.0287192,-127.927327,1.02860589594329,-128.376991009099,-0.000113304056713837,-0.0334332768536285
32725,1,138,0,0,1.0297594,-127.784723,1.02964730552808,-128.234691733786,-0.000112094471918178,-0.0337380015413942
32726,1,138,5.51,0.88,1.0297384,-127.787759,1.02962635347314,-128.237727331581,-0.000112046526858256,-0.0337375993359075
32727,1,138,0,0,1.0287466,-127.762064,1.02863220112586,-128.211537108018,-0.000114398874142774,-0.0332423757726019
32728,1,138,11.05,5.6,1.0286652,-127.767393,1.02855077532141,-128.216865017561,-0.00011442467859113,-0.0332412853161799
32729,1,138,9.71,1.53,1.0274501,-128.560661,1.02733706774408,-129.010111692948,-0.000113032255919743,-0.0332199607031072
32730,1,138,9.71,4.44,1.0278425,-128.164032,1.02772848237286,-128.613324349033,-0.000114017627140139,-0.0330616167879469
32731,1,138,0,0,1.0262474,-127.566905,1.02613228681985,-128.015683012086,-0.000115113180152893,-0.0325472798412534
32732,1,138,9.71,3.43,1.0261916,-127.571919,1.02607649825646,-128.020698363014,-0.000115101743540791,-0.0325486307686162
